channel_name,category,Sub-category,Customer Remarks,Issue_reported at,issue_responded,Survey_response_Date,Customer_City,Product_category,Item_price,Tenure Bucket,Agent Shift,CSAT Score
Inbound,Returns,Service Centres Related,No Remark,2023-08-20 10:03:00,2023-08-22 13:54:00,2023-08-22,KIRTINAGAR,Home Appliences,899.0,>90,Morning,5
Inbound,Returns,Service Centres Related,No Remark,2023-08-22 10:08:00,2023-08-22 10:50:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,1
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 19:39:00,2023-08-22 19:44:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,4
Inbound,Returns,Reverse Pickup Enquiry,Very good ,2023-08-22 21:50:00,2023-08-22 21:57:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Order Related,Delayed,No Remark,2023-08-22 12:00:00,2023-08-22 12:04:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,3
Inbound,Order Related,Installation/demo,Very good ,2023-08-22 09:58:00,2023-08-22 10:08:00,2023-08-22,Unknown,Unknown,979.0,61-90,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 18:22:00,2023-08-22 18:27:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,4
Outcall,Returns,Return request,Thank you very much,2023-08-22 13:13:00,2023-08-22 14:46:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Outcall,Order Related,Customer Requested Modifications,Excellent,2023-08-21 21:33:00,2023-08-22 23:07:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 11:32:00,2023-08-22 13:16:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,4
Inbound,Order Related,Installation/demo,Good ,2023-08-22 11:39:00,2023-08-22 11:41:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Product Queries,Product Specific Information,No Remark,2023-08-22 06:58:00,2023-08-22 07:29:00,2023-08-22,Unknown,Unknown,979.0,31-60,Morning,4
Inbound,Returns,Return request,No Remark,2023-08-22 23:32:00,2023-08-22 23:38:00,2023-08-22,Unknown,Unknown,979.0,61-90,Morning,5
Inbound,Refund Related,Refund Enquiry,Good ,2023-08-22 18:15:00,2023-08-22 18:17:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,General Enquiry,Please resolve my problem,2023-08-22 22:25:00,2023-08-22 22:35:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,5
Email,Order Related,Delayed,No Remark,2023-08-22 15:41:00,2023-08-22 15:45:00,2023-08-22,GHAZIABAD,Electronics,51990.0,31-60,Evening,5
Inbound,Order Related,Order status enquiry,No Remark,2023-08-22 11:19:00,2023-08-22 11:22:00,2023-08-22,Unknown,Unknown,979.0,>90,Evening,5
Inbound,Order Related,Delayed,No Remark,2023-08-22 13:10:00,2023-08-22 13:12:00,2023-08-22,Unknown,Unknown,979.0,>90,Split,4
Outcall,Returns,Exchange / Replacement,No Remark,2023-08-21 19:00:00,2023-08-22 10:56:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Service Center - Service Denial,Really disgusting service.,2023-08-22 10:32:00,2023-08-22 14:40:00,2023-08-22,Unknown,Unknown,979.0,>90,Evening,1
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 13:22:00,2023-08-22 13:39:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 15:18:00,2023-08-22 15:22:00,2023-08-22,Unknown,Unknown,979.0,>90,Evening,5
Outcall,Order Related,Invoice request,"So I tried to reach   costomer care because there was no invoice attached with my delivery product (not  even in   application). I had to register my product for future warranty claims, but there was no invoice. Costomer service was fantastic. Executive was very professional in her approach and 5-stars to her communication skills. Well done   ????",2023-08-22 22:03:00,2023-08-22 22:42:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 08:49:00,2023-08-22 08:53:00,2023-08-22,Unknown,Unknown,979.0,0-30,Morning,4
Inbound,Returns,Service Centres Related,No Remark,2023-08-22 11:26:00,2023-08-22 11:27:00,2023-08-22,Unknown,Unknown,979.0,>90,Afternoon,1
Inbound,Returns,Missing,No Remark,2023-08-22 18:25:00,2023-08-22 20:30:00,2023-08-22,Unknown,Unknown,979.0,>90,Evening,4
Inbound,Returns,Reverse Pickup Enquiry,My product is already picked up but I don't get my refund so request to you please give me my 1651 rupees in my account ,2023-08-22 08:51:00,2023-08-22 08:57:00,2023-08-22,DHENKANAL,LifeStyle,1641.0,>90,Morning,5
Inbound,Returns,Service Centres Related,No Remark,2023-08-21 23:59:00,2023-08-22 00:00:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Payments related,Online Payment Issues,No Remark,2023-08-22 08:19:00,2023-08-22 08:22:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Outcall,Returns,Fraudulent User,No Remark,2023-08-22 12:26:00,2023-08-22 12:33:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Outcall,Order Related,Order status enquiry,Good ,2023-08-22 13:07:00,2023-08-22 13:32:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Feedback,UnProfessional Behaviour,No Remark,2023-08-22 17:34:00,2023-08-22 17:39:00,2023-08-22,Unknown,Unknown,979.0,0-30,Morning,4
Inbound,Order Related,Order status enquiry,No Remark,2023-08-22 16:12:00,2023-08-22 16:27:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Returns,Return request,No Remark,2023-08-22 19:52:00,2023-08-22 19:56:00,2023-08-22,Unknown,Unknown,979.0,>90,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-19 07:38:00,2023-08-22 09:35:00,2023-08-22,JODHPUR,Affiliates,379.0,On Job Training,Morning,5
Inbound,Order Related,Order status enquiry,No Remark,2023-08-22 17:20:00,2023-08-22 18:45:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 20:26:00,2023-08-22 20:31:00,2023-08-22,Unknown,Unknown,979.0,61-90,Evening,5
Inbound,Cancellation,Not Needed,No Remark,2023-08-21 14:25:00,2023-08-22 03:53:00,2023-08-22,Unknown,Unknown,979.0,0-30,Morning,1
Outcall,Order Related,Order status enquiry,No Remark,2023-08-22 18:55:00,2023-08-22 19:01:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 12:45:00,2023-08-22 12:48:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,4
Email,Order Related,Installation/demo,No Remark,2023-08-22 13:06:00,2023-08-22 13:59:00,2023-08-22,Unknown,Unknown,979.0,61-90,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 13:52:00,2023-08-22 14:00:00,2023-08-22,Unknown,Unknown,979.0,>90,Afternoon,5
Inbound,Returns,Return request,No Remark,2023-08-22 18:56:00,2023-08-22 19:00:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Order Related,Delayed,No Remark,2023-08-22 15:39:00,2023-08-22 19:44:00,2023-08-22,HYDERABAD,Mobile,6999.0,>90,Morning,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 09:24:00,2023-08-22 15:18:00,2023-08-22,Unknown,Unknown,979.0,0-30,Morning,4
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 09:48:00,2023-08-22 09:51:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,4
Inbound,Returns,Service Centres Related,No Remark,2023-08-22 11:49:00,2023-08-22 12:14:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 11:11:00,2023-08-22 11:38:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,5
Outcall,Feedback,UnProfessional Behaviour,No Remark,2023-08-22 19:48:00,2023-08-22 19:49:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,Ok ?? ,2023-08-22 10:54:00,2023-08-22 10:57:00,2023-08-22,Unknown,Unknown,979.0,31-60,Morning,5
Inbound,Order Related,Delayed,No Remark,2023-08-22 21:55:00,2023-08-22 22:05:00,2023-08-22,Unknown,Unknown,979.0,61-90,Afternoon,5
Email,Returns,Wrong,Nice to talk to you,2023-08-22 16:35:00,2023-08-22 16:36:00,2023-08-22,Unknown,Unknown,979.0,>90,Evening,5
Inbound,Refund Related,Refund Enquiry,No Remark,2023-08-22 13:47:00,2023-08-22 14:57:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 14:49:00,2023-08-22 14:50:00,2023-08-22,Unknown,Unknown,979.0,31-60,Morning,5
Inbound,Shopzilla Related,Shopzila Premium Related,Osm response ,2023-08-22 14:49:00,2023-08-22 14:52:00,2023-08-22,Unknown,Unknown,979.0,61-90,Night,5
Inbound,Returns,Exchange / Replacement,No Remark,2023-08-22 19:08:00,2023-08-22 19:09:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Order Related,Customer Requested Modifications,No Remark,2023-08-22 19:24:00,2023-08-22 19:46:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,1
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 20:30:00,2023-08-22 20:32:00,2023-08-22,BHAGALPUR,Home Appliences,2989.0,On Job Training,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-21 18:47:00,2023-08-22 10:44:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,4
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 15:55:00,2023-08-22 15:57:00,2023-08-22,Unknown,Unknown,979.0,0-30,Evening,5
Inbound,Order Related,Delayed,No Remark,2023-08-18 20:40:00,2023-08-22 18:29:00,2023-08-22,PUNE,Home,196.0,>90,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,Policy wise tou should be able to meet your competitors. SuperBuy is delivering a product on rhe same day whereas tour team is taking 7 days just to pick an item I have cancelled. Are we in 20th centrury yet,2023-08-22 08:10:00,2023-08-22 17:04:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,1
Inbound,Order Related,Seller Cancelled Order,Customer care calling service awesome ,2023-08-22 11:27:00,2023-08-22 11:36:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,5
Outcall,Order Related,Invoice request,Helpful interaction ,2023-08-22 15:24:00,2023-08-22 15:27:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,5
Outcall,Returns,Return request,No Remark,2023-08-22 09:26:00,2023-08-22 09:27:00,2023-08-22,Unknown,Unknown,979.0,31-60,Evening,5
Inbound,Order Related,Delayed,Very good behaviour sir,2023-08-22 09:29:00,2023-08-22 09:31:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Order Related,Order status enquiry,No Remark,2023-08-22 13:26:00,2023-08-22 13:27:00,2023-08-22,SULTANPUR,Electronics,329.0,>90,Morning,5
Inbound,Feedback,UnProfessional Behaviour,My concern is still not resolved and the ticket is showing as closed,2023-08-21 16:59:00,2023-08-22 06:08:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,2
Inbound,Returns,Return request,5,2023-08-22 22:00:00,2023-08-22 22:09:00,2023-08-22,Unknown,Unknown,979.0,>90,Split,5
Outcall,Returns,Service Centres Related,No Remark,2023-08-22 21:22:00,2023-08-22 21:36:00,2023-08-22,JAMSHEDPUR,Home Appliences,5499.0,On Job Training,Evening,5
Inbound,Feedback,UnProfessional Behaviour,No Remark,2023-08-22 16:11:00,2023-08-22 16:13:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Order Related,Installation/demo,Good ,2023-08-22 19:23:00,2023-08-22 19:31:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Email,Refund Related,Refund Enquiry,Not resolved my issue and without my fault cancel my order ,2023-08-22 10:37:00,2023-08-22 11:32:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,1
Outcall,Order Related,Delayed,No Remark,2023-08-22 18:14:00,2023-08-22 18:18:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Order Related,Installation/demo,No Remark,2023-08-22 21:44:00,2023-08-22 21:48:00,2023-08-22,Unknown,Unknown,979.0,>90,Afternoon,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 00:34:00,2023-08-22 00:37:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,4
Outcall,Order Related,Order status enquiry,Very good from costumer,2023-08-22 09:08:00,2023-08-22 09:16:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Outcall,Returns,Return request,No Remark,2023-08-22 20:12:00,2023-08-22 20:14:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Return request,No Remark,2023-08-22 15:30:00,2023-08-22 16:08:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Order Related,Delayed,No Remark,2023-08-22 11:28:00,2023-08-22 12:00:00,2023-08-22,MUMBAI,LifeStyle,309.0,On Job Training,Morning,1
Email,Order Related,Delayed,Good ??????,2023-08-22 22:00:00,2023-08-22 22:01:00,2023-08-22,HYDERABAD,Books & General merchandise,260.0,>90,Evening,5
Outcall,Returns,Wrong,No Remark,2023-08-22 08:42:00,2023-08-22 11:49:00,2023-08-22,Unknown,Unknown,979.0,0-30,Morning,4
Inbound,Returns,Return request,Bed prodeakt,2023-08-22 12:23:00,2023-08-22 12:24:00,2023-08-22,Unknown,Unknown,979.0,31-60,Morning,1
Outcall,Returns,Return request,Very good support ,2023-08-22 16:42:00,2023-08-22 16:46:00,2023-08-22,Unknown,Unknown,979.0,31-60,Evening,5
Email,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 12:48:00,2023-08-22 20:28:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,1
Outcall,Order Related,Delayed,No Remark,2023-08-22 07:35:00,2023-08-22 07:36:00,2023-08-22,Unknown,Unknown,979.0,31-60,Evening,5
Inbound,Feedback,UnProfessional Behaviour,No Remark,2023-08-22 07:27:00,2023-08-22 07:30:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Order Related,Invoice request,No Remark,2023-08-22 09:42:00,2023-08-22 09:49:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,3
Inbound,Returns,Wrong,Good ,2023-08-22 09:23:00,2023-08-22 09:29:00,2023-08-22,Unknown,Unknown,979.0,31-60,Evening,5
Outcall,Refund Related,Refund Enquiry,No Remark,2023-08-22 12:01:00,2023-08-22 14:20:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,1
Outcall,Returns,Service Centres Related,No Remark,2023-08-22 10:28:00,2023-08-22 10:30:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,5
Outcall,Product Queries,Product Specific Information,Thank you,2023-08-22 08:17:00,2023-08-22 08:19:00,2023-08-22,Unknown,Unknown,979.0,0-30,Morning,5
Inbound,Payments related,Online Payment Issues,Thanks,2023-08-22 11:51:00,2023-08-22 11:53:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Fraudulent User,Very nice person ,2023-08-22 09:00:00,2023-08-22 09:01:00,2023-08-22,Unknown,Unknown,979.0,>90,Evening,5
Outcall,Order Related,Order status enquiry,Well done,2023-08-22 19:44:00,2023-08-22 19:47:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Order Related,Order status enquiry,No Remark,2023-08-22 18:02:00,2023-08-22 18:06:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Refund Related,Refund Enquiry,very help fol,2023-08-22 20:32:00,2023-08-22 20:39:00,2023-08-22,BARAUT,LifeStyle,499.0,>90,Morning,5
Inbound,Product Queries,Product Specific Information,Thank you Shopzilla for resolving my issue. I'm very happy.,2023-08-20 13:49:00,2023-08-22 18:54:00,2023-08-22,Unknown,Unknown,979.0,31-60,Evening,5
Inbound,Product Queries,Product Specific Information,No Remark,2023-08-22 11:42:00,2023-08-22 12:45:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,1
Email,Order Related,Delayed,No Remark,2023-08-22 15:00:00,2023-08-22 17:44:00,2023-08-22,Unknown,Unknown,979.0,31-60,Evening,5
Email,Order Related,General Enquiry,No Remark,2023-08-22 10:26:00,2023-08-22 10:30:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Payments related,Wallet related,No Remark,2023-08-22 11:43:00,2023-08-22 11:44:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Shopzilla Related,General Enquiry,My problem is not resolved yet,2023-08-22 12:21:00,2023-08-22 19:34:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,1
Inbound,Refund Related,Refund Related Issues,No Remark,2023-08-21 21:51:00,2023-08-22 12:13:00,2023-08-22,Unknown,Unknown,979.0,>90,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 08:23:00,2023-08-22 08:31:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Order Related,Installation/demo,No.,2023-08-22 12:38:00,2023-08-22 13:18:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,1
Inbound,Returns,Fraudulent User,Super ,2023-08-22 21:38:00,2023-08-22 21:42:00,2023-08-22,Unknown,Unknown,979.0,>90,Afternoon,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 21:56:00,2023-08-22 21:57:00,2023-08-22,Unknown,Unknown,979.0,31-60,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 18:16:00,2023-08-22 21:25:00,2023-08-22,MALDA,LifeStyle,654.0,On Job Training,Morning,4
Inbound,Order Related,Order status enquiry,No Remark,2023-08-22 21:59:00,2023-08-22 22:01:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 00:54:00,2023-08-22 00:56:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Fraudulent User,No Remark,2023-08-22 13:51:00,2023-08-22 14:35:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,4
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 19:32:00,2023-08-22 19:33:00,2023-08-22,Unknown,Unknown,979.0,>90,Afternoon,4
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-20 10:40:00,2023-08-22 17:11:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Email,Returns,Missing,No Remark,2023-08-22 00:27:00,2023-08-22 00:31:00,2023-08-22,Unknown,Unknown,979.0,>90,Evening,5
Inbound,Refund Related,COD Refund Details,Nice ,2023-08-22 21:13:00,2023-08-22 21:19:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 19:09:00,2023-08-22 19:17:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,5
Email,Order Related,Delayed,No Remark,2023-08-21 18:30:00,2023-08-22 08:41:00,2023-08-22,Unknown,Unknown,979.0,61-90,Evening,5
Outcall,Returns,Reverse Pickup Enquiry,No,2023-08-22 09:39:00,2023-08-22 10:30:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Order Related,Order status enquiry,  person ???? thank you so much ,2023-08-22 11:55:00,2023-08-22 16:10:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,5
Outcall,Order Related,Delayed,No Remark,2023-08-22 13:23:00,2023-08-22 13:28:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,5
Outcall,Order Related,Order status enquiry,This is the worst ecommerce shopping experience I have ever had,2023-08-22 18:49:00,2023-08-22 18:50:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,1
Inbound,Product Queries,Product Specific Information,No Remark,2023-08-22 21:29:00,2023-08-22 21:35:00,2023-08-22,Unknown,Unknown,979.0,>90,Afternoon,4
Inbound,Order Related,Delayed,very very good ,2023-08-22 19:40:00,2023-08-22 19:41:00,2023-08-22,Unknown,Unknown,979.0,61-90,Evening,5
Inbound,Order Related,Installation/demo,No Remark,2023-08-22 13:54:00,2023-08-22 17:31:00,2023-08-22,Unknown,Unknown,979.0,>90,Split,3
Inbound,Order Related,Delayed,No Remark,2023-08-21 14:59:00,2023-08-22 08:05:00,2023-08-22,SULTANPUR,Books & General merchandise,4274.0,On Job Training,Morning,4
Inbound,Order Related,Customer Requested Modifications,No Remark,2023-08-22 09:22:00,2023-08-22 09:31:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,4
Inbound,Order Related,Delayed,No Remark,2023-08-22 15:30:00,2023-08-22 15:49:00,2023-08-22,PATNA,Books & General merchandise,129.0,0-30,Morning,1
Inbound,Returns,Reverse Pickup Enquiry,Pls this time slove my problem,2023-08-22 17:58:00,2023-08-22 18:05:00,2023-08-22,Unknown,Unknown,979.0,61-90,Evening,5
Inbound,Order Related,Priority delivery,Very nice ,2023-08-22 18:19:00,2023-08-22 18:19:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Email,Returns,Service Centres Related,No Remark,2023-08-22 19:37:00,2023-08-22 19:39:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Wrong,Don't take hold more than one minute ,2023-08-22 21:28:00,2023-08-22 21:31:00,2023-08-22,Unknown,Unknown,979.0,>90,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,Thanku so much   apse bat karke bahut aacha lga ,2023-08-22 13:20:00,2023-08-22 13:21:00,2023-08-22,GAUTAM BUDDHA NAGAR,LifeStyle,345.0,>90,Split,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 23:12:00,2023-08-22 23:20:00,2023-08-22,LUCKNOW,Home,209.0,On Job Training,Evening,5
Inbound,Refund Related,Refund Related Issues,No Remark,2023-08-22 06:47:00,2023-08-22 06:49:00,2023-08-22,Unknown,Unknown,979.0,0-30,Morning,5
Inbound,Product Queries,Product Specific Information,No Remark,2023-08-22 18:25:00,2023-08-22 18:27:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,4
Inbound,Order Related,Invoice request,No Remark,2023-08-22 20:13:00,2023-08-22 20:15:00,2023-08-22,Unknown,Unknown,979.0,>90,Afternoon,5
Inbound,Order Related,Installation/demo,No Remark,2023-08-22 10:46:00,2023-08-22 14:27:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,1
Inbound,Product Queries,Product Specific Information,No Remark,2023-08-22 12:17:00,2023-08-22 12:22:00,2023-08-22,Unknown,Unknown,979.0,31-60,Morning,5
Outcall,Order Related,Order status enquiry,No Remark,2023-08-22 15:27:00,2023-08-22 15:27:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Outcall,Returns,Reverse Pickup Enquiry,  UFO,2023-08-22 17:01:00,2023-08-22 17:02:00,2023-08-22,BIKANER,LifeStyle,189.0,>90,Morning,5
Inbound,Returns,Exchange / Replacement, Though the issue is not resolved yet but the experience with the customer support executive is very good,2023-08-22 12:28:00,2023-08-22 21:34:00,2023-08-22,SURI,Mobile,99999.0,31-60,Night,4
Inbound,Order Related,Order status enquiry,No Remark,2023-08-22 17:27:00,2023-08-22 17:31:00,2023-08-22,Unknown,Unknown,979.0,>90,Split,5
Inbound,Refund Related,Refund Related Issues,No Remark,2023-08-20 12:02:00,2023-08-22 06:39:00,2023-08-22,PURNIA,Home Appliences,7490.0,61-90,Evening,5
Inbound,Cancellation,Not Needed,No Remark,2023-08-22 18:10:00,2023-08-22 18:11:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 19:45:00,2023-08-22 20:24:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,5
Outcall,Order Related,Delayed,No Remark,2023-08-22 22:39:00,2023-08-22 23:18:00,2023-08-22,Unknown,Unknown,979.0,>90,Evening,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-21 17:40:00,2023-08-22 09:16:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,1
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 11:58:00,2023-08-22 12:01:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 07:56:00,2023-08-22 07:59:00,2023-08-22,Unknown,Unknown,979.0,0-30,Morning,1
Inbound,Returns,Reverse Pickup Enquiry,bot response is many times very irritating.,2023-08-22 12:12:00,2023-08-22 12:13:00,2023-08-22,Unknown,Unknown,979.0,>90,Afternoon,5
Outcall,Returns,Service Centres Related,Excellent ????,2023-08-22 14:54:00,2023-08-22 14:58:00,2023-08-22,Unknown,Unknown,979.0,31-60,Evening,5
Outcall,Order Related,Installation/demo,No Remark,2023-08-22 19:19:00,2023-08-22 19:28:00,2023-08-22,CHALISGAON,Furniture,5919.0,On Job Training,Evening,5
Inbound,Refund Related,Refund Related Issues,No Remark,2023-08-22 14:44:00,2023-08-22 16:21:00,2023-08-22,Unknown,Unknown,979.0,31-60,Morning,1
Inbound,Order Related,Delayed,No Remark,2023-08-22 08:07:00,2023-08-22 08:08:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,1
Inbound,Returns,Return request,Customer care executive response was excellent ,2023-08-22 13:22:00,2023-08-22 14:29:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,.,2023-08-22 11:53:00,2023-08-22 11:56:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,4
Inbound,Returns,Fraudulent User,Please refund ,2023-08-22 02:11:00,2023-08-22 02:14:00,2023-08-22,Unknown,Unknown,979.0,61-90,Morning,5
Outcall,Order Related,Order status enquiry,No Remark,2023-08-22 17:18:00,2023-08-22 17:19:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,3
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 23:29:00,2023-08-22 23:37:00,2023-08-22,Unknown,Unknown,979.0,>90,Morning,4
Inbound,Refund Related,Refund Enquiry,Excellent ,2023-08-22 20:13:00,2023-08-22 20:16:00,2023-08-22,ANAKAPALLE,Electronics,1099.0,>90,Afternoon,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 20:02:00,2023-08-22 20:04:00,2023-08-22,Unknown,Unknown,979.0,>90,Evening,5
Email,Returns,Reverse Pickup Enquiry,No Remark,2023-08-22 10:09:00,2023-08-22 10:20:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Returns,Exchange / Replacement,No Remark,2023-08-22 20:40:00,2023-08-22 20:59:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,4
Inbound,Returns,Missing,No Remark,2023-08-22 22:24:00,2023-08-22 22:29:00,2023-08-22,Unknown,Unknown,979.0,On Job Training,Evening,1
